Title,Annotation,PDF
"Title:
MAXI J1659-152: the shortest orbital period black-hole binary","
Abstract: Following the detection of a bright new X-ray source, MAXI J1659-152, a
series of observations was triggered with almost all currently flying
high-energy missions. We report here on XMM-Newton, INTEGRAL and RXTE
observations during the early phase of the X-ray outburst of this transient
black-hole candidate. We confirm the dipping nature in the X-ray light curves.
We find that the dips recur on a period of 2.4139+/-0.0005 hrs, and interpret
this as the orbital period of the system. It is thus the shortest period
black-hole X-ray binary known to date. Using the various observables, we derive
the properties of the source. The inclination of the accretion disk with
respect to the line of sight is estimated to be 60-75 degrees. The companion
star to the black hole is possibly a M5 dwarf star, with a mass and radius of
about 0.15 M_sun and 0.23 R_sun, respectively. The system is rather compact
(orbital separation is about 1.35 R_sun) and is located at a distance of
roughly 7 kpc. In quiescence, MAXI J1659-152 is expected to be optically faint,
about 28 mag in the V-band.
",https://export.arxiv.org/pdf/1102.2102
"Title:
Primordial non-Gaussianities","
Abstract: This contribution gives an overview on primordial non-Gaussianities from a
theoretical perspective. After presenting a general formalism to describe
nonlinear cosmological perturbations, several classes of models, illustrated
with examples, are discussed: multi-field inflation with non-standard
Lagrangians, modulaton fields, curvaton fields. In the latter case, a special
emphasis is put on the isocurvature perturbations, which could leave a specific
signature in non-Gaussianities.
",https://export.arxiv.org/pdf/1102.5052
"Title:
Integral Field Spectroscopy of Massive, Kiloparsec-Scale Outflows in the  Infrared-Luminous QSO Mrk 231","
Abstract: The quasi-stellar object (QSO)/merger Mrk 231 is arguably the nearest and
best laboratory for studying QSO feedback. It hosts several outflows, including
broad-line winds, radio jets, and a poorly-understood kpc scale outflow. In
this Letter, we present integral field spectroscopy from the Gemini telescope
that represents the first unambiguous detection of a wide-angle, kpc scale
outflow from a powerful QSO. Using neutral gas absorption, we show that the
nuclear region hosts an outflow with blueshifted velocities reaching 1100 km/s,
extending 2-3 kpc from the nucleus in all directions in the plane of the sky. A
radio jet impacts the outflow north of the nucleus, accelerating it to even
higher velocities (up to 1400 km/s). Finally, 3.5 kpc south of the nucleus,
star formation is simultaneously powering an outflow that reaches more modest
velocities of only 570 km/s. Blueshifted ionized gas is also detected around
the nucleus at lower velocities and smaller scales. The mass and energy flux
from the outflow are >~2.5 times the star formation rate and >~0.7% of the
active galactic nucleus luminosity, consistent with negative feedback models of
QSOs.
",https://export.arxiv.org/pdf/1102.4349
"Title:
Characteristics of planetary candidates observed by Kepler, II: Analysis  of the first four months of data","
Abstract: On 1 February 2011 the Kepler Mission released data for 156,453 stars
observed from the beginning of the science observations on 2 May through 16
September 2009. There are 1235 planetary candidates with transit like
signatures detected in this period. These are associated with 997 host stars.
Distributions of the characteristics of the planetary candidates are separated
into five class-sizes; 68 candidates of approximately Earth-size (radius < 1.25
Earth radii), 288 super-Earth size (1.25 Earth radii < radius < 2 Earth radii),
662 Neptune-size (2 Earth radii < radius < 6 Earth radii), 165 Jupiter-size (6
Earth radii < radius < 15 Earth radii), and 19 up to twice the size of Jupiter
(15 Earth radii < radius < 22 Earth radii). In the temperature range
appropriate for the habitable zone, 54 candidates are found with sizes ranging
from Earth-size to larger than that of Jupiter. Five are less than twice the
size of the Earth. Over 74% of the planetary candidates are smaller than
Neptune. The observed number versus size distribution of planetary candidates
increases to a peak at two to three times Earth-size and then declines
inversely proportional to area of the candidate. Our current best estimates of
the intrinsic frequencies of planetary candidates, after correcting for
geometric and sensitivity biases, are 6% for Earth-size candidates, 7% for
super-Earth size candidates, 17% for Neptune-size candidates, and 4% for
Jupiter-size candidates. Multi-candidate, transiting systems are frequent; 17%
of the host stars have multi-candidate systems, and 33.9% of all the candidates
are part of multi-candidate systems.
",https://export.arxiv.org/pdf/1102.0541
"Title:
Probing the dynamics of dark energy with novel parametrizations","
Abstract: We point out that the CPL parametrization has a problem that the equation of
state $w(z)$ diverges in the far future, so that this model can only properly
describe the past evolution but cannot depict the future evolution. To overcome
such a difficulty, in this Letter we propose two novel parametrizations for
dark energy, the logarithm form $w(z)=w_0+w_1({\ln (2+z)\over 1+z}-\ln2)$ and
the oscillating form $w(z)=w_0+w_1({\sin(1+z)\over 1+z}-\sin(1))$, successfully
avoiding the future divergency problem in the CPL parametrization, and use them
to probe the dynamics of dark energy in the whole evolutionary history. Our
divergency-free parametrizations are proven to be very successful in exploring
the dynamical evolution of dark energy and have powerful prediction capability
for the ultimate fate of the universe. Constraining the CPL model and the new
models with the current observational data, we show that the new models are
more favored. The features and the predictions for the future evolution in the
new models are discussed in detail.
",https://export.arxiv.org/pdf/1102.2671
"Title:
Evidence for a merger-revived radio phoenix in MaxBCG  J217.95869+13.53470","
Abstract: We use XMM-Newton observations of the galaxy cluster MaxBCG
J217.95869+13.53470 to analyze its physical properties and dynamical state.
MaxBCG J217.95869+13.53470 is found at a redshift of 0.16, has a mass of
~1x10^14 Msun, and a luminosity of 7.9x10^43 erg/s. The temperature map shows
the presence of hot regions towards the north and west of the brightest cluster
galaxy (BCG). From the entropy distribution, regions of high entropy match the
location of the hot regions; more high entropy regions are found to the west,
and ~165 kpc to the southwest of the central AGN. A second X-ray bright galaxy
is visible ~90 kpc to the northeast of the BCG, at a redshift of 0.162. This
galaxy is likely to be the BCG of a smaller, infalling galaxy cluster. The mass
of the smaller cluster is ~10 percent the mass of MaxBCG J217.95869+13.53470,
yielding an impact parameter of ~30-100 kpc. We compare the results of our
X-ray observations with GMRT observations of the radio source VLSS
J1431.8+1331, located at the center of the cluster. Two sources are visible in
the radio: a central elongated source that bends at its northern and southern
ends, and a southwestern source that coincides with a region of high entropy.
The radio sources are connected by a bridge of faint radio emission. We
speculate that the southwestern radio source is a radio relic produced by
compression of old radio plasma by a merger shock.
",https://export.arxiv.org/pdf/1102.0782
"Title:
Exploring the Galaxy Mass-Metallicity Relation at z~3-5","
Abstract: Long-duration gamma-ray bursts (GRBs) provide a premier tool for studying
high-redshift star-forming galaxies thanks to their extreme brightness and
association with massive stars. Here we use GRBs to study the galaxy stellar
mass-metallicity (M*-Z) relation at z~3-5, where conventional direct
metallicity measurements are extremely challenging. We use the ISM
metallicities of LGRB hosts derived from afterglow absorption spectroscopy
(Z~0.01-1 solar), in conjunction with host galaxy stellar masses determined
from deep Spitzer 3.6 micron observations of 20 GRB hosts. We detect about 1/4
of the hosts with I-band magnitudes ~ -21.5 to -22.5 AB mag, and place a limit
of M > -19 mag on the remaining hosts from a stacking analysis. Using these
observations, we present the first rest-frame optical luminosity distribution
of long GRB hosts at z>3 and find that it is similar to the distribution of
long GRB hosts at z~1. In comparison to Lyman-break galaxies at the same
redshift, GRB hosts are generally fainter, but the sample is too small to rule
out an overall similar luminosity function. On the other hand, the GRB hosts
appear to be more luminous than the population of Lyman-alpha emitters at
z~3-4. Using a conservative range of mass-to-light ratios for simple stellar
populations (with ages of 70 Myr to ~2 Gyr), we infer the host stellar masses
and present mass-metallicity measurements at z~3-5 (<z> ~ 3.5). We find that
the detected GRB hosts, with M*~2e10 solar masses, display a wide range of
metallicities, but that the mean metallicity at this mass scale, Z~0.1 solar,
is lower than measurements at z<3. Combined with stacking of the non-detected
hosts with M*< 3e9 solar masses and Z<0.03 solar, we find evidence for the
existence of an M*-Z relation at z~3.5 and continued evolution of this relation
to systematically lower metallicities from z~2.
",https://export.arxiv.org/pdf/1102.1019
"Title:
Decoherence in an Interacting Quantum Field Theory: Thermal Case","
Abstract: We study the decoherence of a renormalised quantum field theoretical system.
We consider our novel correlator approach to decoherence where entropy is
generated by neglecting observationally inaccessible correlators. Using
out-of-equilibrium field theory techniques at finite temperatures, we show that
the Gaussian von Neumann entropy for a pure quantum state asymptotes to the
interacting thermal entropy. The decoherence rate can be well described by the
single particle decay rate in our model. Connecting to electroweak baryogenesis
scenarios, we moreover study the effects on the entropy of a changing mass of
the system field. Finally, we compare our correlator approach to existing
approaches to decoherence in the simple quantum mechanical analogue of our
field theoretical model. The entropy following from the perturbative master
equation suffers from physically unacceptable secular growth.
",https://export.arxiv.org/pdf/1102.4713
"Title:
Chemical spots in the absence of magnetic field in the binary HgMn star  66 Eridani","
Abstract: According to our current understanding, a subclass of the upper main sequence
chemically peculiar stars, called mercury-manganese (HgMn), is non-magnetic.
Nevertheless, chemical inhomogeneities were recently discovered on their
surfaces. At the same time, no global magnetic fields stronger than 1-100 G are
detected by modern studies. The goals of our study are to search for magnetic
field in the HgMn binary system 66 Eri and to investigate chemical spots on the
stellar surfaces of both components. Our analysis is based on high quality
spectropolarimetric time-series observations obtained during 10 consecutive
nights with the HARPSpol instrument at the ESO 3.6-m telescope. To increase the
sensitivity of the magnetic field search we employed a least-squares
deconvolution (LSD). We used spectral disentangling to measure radial
velocities and study line profile variability. Chemical spot geometry was
reconstructed using multi-line Doppler imaging. We report a non-detection of
magnetic field in 66 Eri, with error bars 10-24 G for the longitudinal field.
Circular polarization profiles also do not indicate any signatures of complex
surface magnetic fields. For a simple dipolar field configuration we estimated
an upper limit of the polar field strength to be 60-70 G. For the HgMn
component we found variability in spectral lines of Ti, Ba, Y, and Sr with the
rotational period equal to the orbital one. The surface maps of these elements
reconstructed with the Doppler imaging technique, show relative underabundance
on the hemisphere facing the secondary component. The contrast of chemical
inhomogeneities ranges from 0.4 for Ti to 0.8 for Ba.
",https://export.arxiv.org/pdf/1102.4661
"Title:
Viscous timescale in high mass X-ray binaries","
Abstract: Context: Low mass X-ray binaries were found to have very low frequency breaks
in their power density spectra below which the power density spectra are nearly
in white noise structure and at higher frequencies they approximately follow
the $P_\nu \propto \nu^{-1.3}$ law.
Aims: In 2005, Gilfanov and Arefiev studied X-ray variability of persistent
LMXBs in the $10^{-8}-10^{-1}$ Hz frequency range and
To determine whether high mass X-ray binary power density spectra have
similar properties and the findings for low mass X-ray binaries are also valid
for high mass binaries, we analyzed the time series of high mass X-ray binary
sources produced by All Sky Monitor of Rossi X-ray Timing Explorer.
Method: We obtained the power density spectra of the high mass X-ray binaries
using the cosine transform of autocorrelation function.
Results: We identified break frequencies for seven sources, namely OAO
1657-415, SS 433, Vela X-1, SMC X-1, 4U 1700-377, GX 301-2, and LMC X-1. The
normalized break frequencies with respect to the orbital frequency
($f_{break}/f_{orbit}$) for sources OAO 1657-415, SS 433, SMC X-1 and LMC X-1
are consistent with those of Roche lobe overflow systems. The other high mass
X-ray binary systems, Vela X-1, GX 301-2, and 4U 1700-377, however, have larger
break frequency ratios, $f_{break}/f_{orb} $, which are indicative of short
viscous times. These are all wind-accreting sources and the stellar winds in
the systems allow the formation of only short radius discs.
Consequently, we qualitatively distinguished the Roche lobe overflow binaries
from the wind accreting system by comparing their normalized break frequencies.
",https://export.arxiv.org/pdf/1102.4203
"Title:
Study of Molecular Clouds associated with HII Regions","
Abstract: The properties of molecular clouds associated with 10 HII regions were
studied using CO observations. We identified 142 dense clumps within our sample
and found that our sources are divided into two categories: those with clumps
that show a power law size-line width relation (Type I) and those which do not
show any relation (Type II). The clumps in the Type I sources have larger power
law indices than found in previous studies. The clumps in the Type II sources
have larger line widths and show evidence (such as outflows) of current active
star formation within the clump. We suggest that the lack of a size-line width
relation is a sign of current active star formation. Massive clumps seem to
have similar masses calculated by different methods but lower mass clumps have
larger virial masses compared to velocity integrated and LTE mass. We found no
relation between mass distribution of the clumps and distance from the H~II
region ionization front, but a weak decrease of the excitation temperature with
increasing distance from the ionized gas. The clumps in collected shells around
the H~II regions have slightly larger line widths but no relation was found
between line width and distance from the H~II region, which probably indicates
that the internal dynamics of the clumps are not affected by the ionized gas.
Internal sources of turbulence, such as outflows and stellar winds from young
proto-stars may have a more important role on the molecular gas dynamics. We
suggest that large line width and larger size-line width power law indices are
therefore the initial characteristics of clumps in massive star forming clouds
and that some may evolve into objects similar to our Type II sources, where
local ""second generation"" stars are forming and eliminating the size-line-width
relation.
",https://export.arxiv.org/pdf/1102.0287
"Title:
Constraints on massive sterile neutrino species from current and future  cosmological data","
Abstract: Sterile massive neutrinos are a natural extension of the Standard Model of
elementary particles. The energy density of the extra sterile massive states
affects cosmological measurements in an analogous way to that of active
neutrino species. We perform here an analysis of current cosmological data and
derive bounds on the masses of the active and the sterile neutrino states as
well as on the number of sterile states. The so-called (3+2) models with three
sub-eV active massive neutrinos plus two sub-eV massive sterile species is well
within the 95% CL allowed regions when considering cosmological data only. If
the two extra sterile states have thermal abundances at decoupling, Big Bang
Nucleosynthesis bounds compromise the viability of (3+2) models. Forecasts from
future cosmological data on the active and sterile neutrino parameters are also
presented. Independent measurements of the neutrino mass from tritium beta
decay experiments and of the Hubble constant could shed light on sub-eV massive
sterile neutrino scenarios.
",https://export.arxiv.org/pdf/1102.4774
"Title:
Accretion Events in Binary Systems: AZ Cas and VV Cep","
Abstract: The sudden lengthening of orbital period of VV Cep eclipsing binary by about
1% was observed in the last epoch. The mass transfer and/or mass loss are most
possible explanations of this event. The photometric behaviour of AZ Cas, the
cousin of VV Cep, suggests that the accretion can occur and could be important
in this system, too.
",https://export.arxiv.org/pdf/1102.5198
"Title:
Resolving the Sin(I) degeneracy in Low-Mass Multi-Planet Systems","
Abstract: Long-term orbital evolution of multi-planet systems under tidal dissipation
often converges to a stationary state, known as the tidal fixed point. The
fixed point is characterized by a lack of oscillations in the eccentricities
and apsidal alignment among the orbits. Quantitatively, the nature of the fixed
point is dictated by mutual interactions among the planets as well as
non-Keplerian effects. We show that if a roughly coplanar system hosts a hot,
sub-Saturn mass planet, and is tidally relaxed, separation of planet-planet
interactions and non-Keplerian effects in the equations of motion leads to a
direct determination of the true masses of the planets. Consequently, a
""snap-shot"" observational determination of the orbital state resolves the
sin(I) degeneracy, and opens up a direct avenue towards identification of the
true lowest-mass exo-planets detected. We present an approximate, as well as a
general, mathematical framework for computation of the line of sight
inclination of secular systems, and apply our models illustratively to the 61
Vir system. We conclude by discussing the observability of planetary systems to
which our method is applicable and we set our analysis into a broader context
by presenting a current summary of the various possibilities for determining
the physical properties of planets from observations of their orbital states.
",https://export.arxiv.org/pdf/1102.0274
"Title:
Magnetic fields in galactic haloes","
Abstract: Magnetic fields on a range of scales play a large role in the ecosystems of
galaxies, both in the galactic disk and in the extended layers of gas away from
the plane. Observing magnetic field strength, structure and orientation is
complex, and necessarily indirect. Observational data of magnetic fields in the
halo of the Milky Way are scarce, and non-conclusive about the large-scale
structure of the field. In external galaxies, various large-scale
configurations of magnetic fields are measured, but many uncertainties about
exact configurations and their origin remain. There is a strong interaction
between magnetic fields and other components in the interstellar medium such as
ionized and neutral gas and cosmic rays. The energy densities of these
components are comparable on large scales, indicating that magnetic fields are
not passive tracers but that magnetic field feedback on the other interstellar
medium components needs to be taken into account.
",https://export.arxiv.org/pdf/1102.3701
"Title:
Cosmology with Hypervelocity Stars","
Abstract: In the standard cosmological model, the merger remnant of the Milky Way and
Andromeda (Milkomeda) will be the only galaxy remaining within our event
horizon once the Universe has aged by another factor of ten, ~10^{11} years
after the Big Bang. After that time, the only extragalactic sources of light in
the observable cosmic volume will be hypervelocity stars being ejected
continuously from Milkomeda. Spectroscopic detection of the velocity-distance
relation or the evolution in the Doppler shifts of these stars will allow a
precise measurement of the vacuum mass density as well as the local matter
distribution. Already in the near future, the next generation of large
telescopes will allow photometric detection of individual stars out to the edge
of the Local Group, and may target the ~10^{5+-1} hypervelocity stars that
originated in it as cosmological tracers.
",https://export.arxiv.org/pdf/1102.0007
"Title:
Molecular investigations of comets C/2002 X5 (Kudo-Fujikawa), C/2002 V1  (NEAT), and C/2006 P1 (McNaught) at small heliocentric distances","
Abstract: We present unique spectroscopic radio observations of comets C/2002 X5
(Kudo-Fujikawa), C/2002 V1 (NEAT), and C/2006 P1 (McNaught), which came within
$r_h ~ 0.2 AU of the Sun in 2003 and 2007. The molecules OH, HCN, HNC, CS, and
CH3OH were detected in each of these comets when they were exposed to strong
heating from the Sun. Both HC3N and HCO+ were detected in comets C/2002 X5 and
C/2006 P1, respectively. We show that in these very productive comets close to
the Sun screening of the photodissociation by the Sun UV radiation plays a
non-negligible role. Acceleration of the gas expansion velocity and day-night
asymmetry is also measured and modeled. The CS photodissociation lifetime was
constrained to be about 2.5 x 10**-5 s-1 at r_h = 1 AU. The relative abundances
are compared to values determined from more distant observations of C/2002 X5
or other comets. A high HNC/HCN production-rate ratio, in the range 10 to 30 %
between 0.5 and 0.1 AU from the Sun, is measured. The trend for a significant
enrichment in CS in cometary comae (CS/HCN proportional to r_h**-0.8) is
confirmed in all three comets. The CH3OH/HCN production rate ratio decreases at
low r_h. The HC3N/HCN production rate ratio in comet C/2002 X5 is four times
higher than measured in any other comet.
",https://export.arxiv.org/pdf/1102.5015
"Title:
Nonlinear Perturbation Theory Integrated with Nonlocal Bias,  Redshift-space Distortions, and Primordial Non-Gaussianity","
Abstract: The standard nonlinear perturbation theory of the gravitational instability
is extended to incorporate the nonlocal bias, redshift-space distortions, and
primordial non-Gaussianity. We show that local Eulerian bias is not generally
compatible to local Lagrangian bias in nonlinear regime. The Eulerian and
Lagrangian biases are nonlocally related order by order in the general
perturbation theory. The relation between Eulerian and Lagrangian kernels of
density perturbations with biasing are derived. The effects of primordial
non-Gaussianity and redshift-space distortions are also incorporated in our
general formalism, and diagrammatic methods are introduced. Vertex resummations
of higher-order perturbations in the presence of bias are considered.
Resummations of Lagrangian bias are shown to be essential to handle biasing
schemes in a general framework.
",https://export.arxiv.org/pdf/1102.4619
