Title,Annotation,PDF
"Title:
A detailed spectral study of GRB 041219A and its host galaxy","
Abstract: GRB 041219A is one of the longest and brightest gamma-ray bursts (GRBs) ever
observed. It was discovered by the INTEGRAL satellite, and thanks to a
precursor happening about 300 s before the bulk of the burst, ground based
telescopes were able to catch the rarely-observed prompt emission in the
optical and in the near infrared bands. Here we present the detailed analysis
of its prompt gamma-ray emission, as observed with IBIS on board INTEGRAL, and
of the available X-ray afterglow data collected by XRT on board Swift. We then
present the late-time multi-band near infrared imaging data, collected at the
TNG, and the CFHT, that allowed us to identify the host galaxy of the GRB as an
under-luminous, irregular galaxy of about 5x10^9 M_Sun at best fit redshift of
z=0.31 -0.26 +0.54. We model the broad-band prompt optical to gamma-ray
emission of GRB 041219A within the internal shock model. We were able to
reproduce the spectra and light curve invoking the synchrotron emission of
relativistic electrons accelerated by a series of propagating shock waves
inside a relativistic outflow. On the other hand, it is less easy to
simultaneously reproduce the temporal and spectral properties of the infrared
data.
",https://export.arxiv.org/pdf/1103.3663
"Title:
A new three-parameter correlation for gamma-ray bursts with a plateau  phase in the afterglow","
Abstract: Gamma ray bursts (GRBs) have great advantages for their huge burst energies,
luminosities and high redshifts in probing the Universe. A few interesting
luminosity correlations of GRBs have been used to test cosmology models.
Especially, for a subsample of long GRBs with known redshifts and a plateau
phase in the afterglow, a correlation between the end time of the plateau phase
(in the GRB rest frame) and the corresponding X-ray luminosity has been found.
In this paper, we re-analyze the subsample and found that a significantly
tighter correlation exists when we add a third parameter, i.e. the isotropic
$\gamma$-ray energy release, into the consideration. Additionally, both long
and intermediate duration GRBs are consistent with the same three-parameter
correlation equation. It is argued that the new three-parameter correlation is
consistent with the hypothesis that the subsample of GRBs with a plateau phase
in the afterglow be associated with the birth of rapidly rotating magnetars,
and that the plateau be due to the continuous energy-injection from the
magnetar. It is suggested that the newly born millisecond magnetars associated
with GRBs might provide a good standard candle in the Universe.
",https://export.arxiv.org/pdf/1103.3978
"Title:
Spectral Polarization of the Redshifted 21 cm Absorption Line Toward 3C  286","
Abstract: A re-analysis of the Stokes-parameter spectra obtained of the z=0.692 21 cm
absorption line toward 3C 286 shows that our original claimed detection of
Zeeman splitting by a line-of-sight magnetic field, B_los = 87 microgauss is
incorrect. Because of an insidious software error, what we reported as Stokes V
is actually Stokes U: the revised Stokes V spectrum indicates a 3-sigma upper
limit of B_los < 17 microgauss. The correct analysis reveals an absorption
feature in fractional polarization that is offset in velocity from the Stokes I
spectrum by -1.9 km/s. The polarization position-angle spectrum shows a dip
that is also significantly offset from the Stokes I feature, but at a velocity
that differs slightly from the absorption feature in fractional polarization.
We model the absorption feature with 3 velocity components against the core-jet
structure of 3C 286. Our chisquare minimization fitting results in components
with differing (1) ratios of H I column density to spin temperature, (2)
velocity centroids, and (3) velocity dispersions. The change in polarization
position angle with frequency implies incomplete coverage of the background jet
source by the absorber. It also implies a spatial variation of the polarization
position angle across the jet source, which is observed at frequencies higher
than the 839.4 MHz absorption frequency. The multi-component structure of the
gas is best understood in terms of components with spatial scales of ~100 pc
comprised of hundreds of low-temperature (T < 200 K) clouds with linear
dimensions of about 1 pc.
",https://export.arxiv.org/pdf/1103.4167
"Title:
A Second Relativistic Mean Field and Virial Equation of State for  Astrophysical Simulations","
Abstract: We generate a second equation of state (EOS) of nuclear matter for a wide
range of temperatures, densities, and proton fractions for use in supernovae,
neutron star mergers, and black hole formation simulations. We employ full
relativistic mean field (RMF) calculations for matter at intermediate density
and high density, and the Virial expansion of a non-ideal gas for matter at low
density. For this EOS we use the RMF effective interaction FSUGold, whereas our
earlier EOS was based on the RMF effective interaction NL3. The FSUGold
interaction has a lower pressure at high densities compared to the NL3
interaction. We calculate the resulting EOS at over 100,000 grid points in the
temperature range $T$ = 0 to 80 MeV, the density range $n_B$ = 10$^{-8}$ to 1.6
fm$^{-3}$, and the proton fraction range $Y_p$ = 0 to 0.56. We then interpolate
these data points using a suitable scheme to generate a thermodynamically
consistent equation of state table on a finer grid. We discuss differences
between this EOS, our NL3 based EOS, and previous EOSs by Lattimer-Swesty and
H. Shen et al for the thermodynamic properties, composition, and neutron star
structure. The original FSUGold interaction produces an EOS, that we call
FSU1.7, that has a maximum neutron star mass of 1.7 solar masses. A
modification in the high density EOS is introduced to increase the maximum
neutron star mass to 2.1 solar masses and results in a slightly different EOS
that we call FSU2.1. The EOS tables for FSU1.7 and FSU2.1 are available for
download.
",https://export.arxiv.org/pdf/1103.5174
"Title:
Remarks on the properties of elliptical galaxies in modified Newtonian  dynamics","
Abstract: Two incorrect arguments against MOND in elliptical galaxies could be that the
equivalent circular velocity curves tend to become flat at much larger
accelerations than in spiral galaxies, and that the Newtonian dark matter halos
are more concentrated than in spirals. Here, we compare published scaling
relations for the dark halos of elliptical galaxies to the scaling relations
expected for MONDian phantom halos. We represent the baryonic content of
galaxies by spherical profiles, and their corresponding MONDian phantom halos
by logarithmic halos. We then derive the surface densities, central densities,
and phase space densities and compare them with published scaling relations. We
conclude that it is possible to get flat circular velocity curves at high
acceleration in MOND, and that this happens for baryonic distributions
described by Jaffe profiles in the region where the circular velocity curve is
flat. Moreover, the scaling relations of dark halos of ellipticals are
remarkably similar to the scaling relations of phantom halos of MOND.
",https://export.arxiv.org/pdf/1103.3040
"Title:
SDSS J162520.29+120308.7 - a new SU UMa star in the period gap","
Abstract: We report results of an extensive world-wide observing campaign devoted to
the recently discovered dwarf nova SDSS J162520.29+120308.7 (SDSS J1625). The
data were obtained during the July 2010 eruption of the star and in August and
September 2010 when the object was in quiescence. During the July 2010
superoutburst SDSS J1625 clearly displayed superhumps with a mean period of
$P_{\rm sh}=0.095942(17)$ days ($138.16 \pm 0.02$ min) and a maximum amplitude
reaching almost 0.4 mag. The superhump period was not stable, decreasing very
rapidly at a rate of $\dot P = -1.63(14)\cdot 10^{-3}$ at the beginning of the
superoutburst and increasing at a rate of $\dot P = 2.81(20)\cdot 10^{-4}$ in
the middle phase. At the end of the superoutburst it stabilized around the
value of $P_{\rm sh}=0.09531(5)$ day. During the first twelve hours of the
superoutburst a low-amplitude double wave modulation was observed whose
properties are almost identical to early superhumps observed in WZ Sge stars.
The period of early superhumps, the period of modulations observed temporarily
in quiescence and the period derived from radial velocity variations are the
same within measurement errors, allowing us to estimate the most probable
orbital period of the binary to be $P_{\rm orb}=0.09111(15)$ days ($131.20 \pm
0.22$ min). This value clearly indicates that SDSS J1625 is another dwarf nova
in the period gap. Knowledge of the orbital and superhump periods allows us to
estimate the mass ratio of the system to be $q\approx 0.25$. This high value
poses serious problems both for the thermal and tidal instability (TTI) model
describing the behaviour of dwarf novae and for some models explaining the
origin of early superhumps.
",https://export.arxiv.org/pdf/1103.5754
"Title:
Emission from Hot Dust in the Infrared Spectra of Gamma-ray Bright  Blazars","
Abstract: A possible source of $\gamma$-ray photons observed from the jets of blazars
is inverse Compton scattering by relativistic electrons of infrared seed
photons from a hot, dusty torus in the nucleus. We use observations from the
Spitzer Space Telescope to search for signatures of such dust in the infrared
spectra of four $\gamma$-ray bright blazars, the quasars 4C 21.35, CTA102, and
PKS 1510$-$089, and the BL Lacertae object ON231. The spectral energy
distribution (SED) of 4C 21.35 contains a prominent infrared excess indicative
of dust emission. After subtracting a non-thermal component with a power-law
spectrum, we fit a dust model to the residual SED. The model consists of a
blackbody with temperature $\sim1200$ K, plus a much weaker optically thin
component at $\sim660$ K. The total luminosity of the thermal dust emission is
$7.9\pm0.2 \times 10^{45}$ erg s$^{-1}$. If the dust lies in an equatorial
torus, the density of IR photons from the torus is sufficient to explain the
$\gamma$-ray flux from 4C 21.35 as long as the scattering occurs within a few
parsecs of the central engine. We also report a tentative detection of dust in
the quasar CTA102, in which the luminosity of the infrared excess is $7 \pm 2
\times 10^{45}$ erg s$^{-1}$. However, in CTA102 the far-IR spectra are too
noisy to detect the $10 \mu$m silicate feature. Upper limits to the luminosity
from thermal emission from dust in PKS 1510-089, and ON231, are,
$2.3\times10^{45}$, and $6.6\times10^{43}$ erg s$^{-1}$, respectively. These
upper limits do not rule out the possibility of inverse Compton up-scattering
of IR photons to $\gamma$-ray energies in these two sources. The estimated
covering factor of the hot dust in 4C 21.35, 22%, is similar to that of
non-blazar quasars; however, 4C 21.35 is deficient in cooler dust.
",https://export.arxiv.org/pdf/1103.1682
"Title:
Modelling Time-varying Dark Energy with Constraints from Latest  Observations","
Abstract: We introduce a set of two-parameter models for the dark energy equation of
state (EOS) $w(z)$ to investigate time-varying dark energy. The models are
classified into two types according to their boundary behaviors at the redshift
$z=(0,\infty)$ and their local extremum properties. A joint analysis based on
four observations (SNe + BAO + CMB + $H_0$) is carried out to constrain all the
models. It is shown that all models get almost the same $\chi^2_{min}\simeq
469$ and the cosmological parameters $(\Omega_M, h, \Omega_bh^2)$ with the
best-fit results $(0.28, 0.70, 2.24)$, although the constraint results on two
parameters $(w_0, w_1)$ and the allowed regions for the EOS $w(z)$ are
sensitive to different models and a given extra model parameter. For three of
Type I models which have similar functional behaviors with the so-called CPL
model, the constrained two parameters $w_0$ and $w_1$ have negative correlation
and are compatible with the ones in CPL model, and the allowed regions of
$w(z)$ get a narrow node at $z\sim 0.2$. The best-fit results from the most
stringent constraints in Model Ia give $(w_0,w_1) = (-0.96^{+0.26}_{-0.21},
-0.12^{+0.61}_{-0.89})$ which may compare with the best-fit results $(w_0,w_1)
= (-0.97^{+0.22}_{-0.18}, -0.15^{+0.85}_{-1.33})$ in the CPL model. For four of
Type II models which have logarithmic function forms and an extremum point, the
allowed regions of $w(z)$ are found to be sensitive to different models and a
given extra parameter. It is interesting to obtain two models in which two
parameters $w_0$ and $w_1$ are strongly correlative and appropriately reduced
to one parameter by a linear relation $w_1 \propto (1+w_0)$.
",https://export.arxiv.org/pdf/1103.1953
"Title:
SGR 1806-20 distance and dust properties in molecular clouds by analysis  of a flare x-ray echoes","
Abstract: The soft gamma repeater SGR 1806-20 is most famous for its giant flare from
2004, which yielded the highest gamma-ray flux ever observed on Earth. The
flare emphasized the importance of determining the distance to the SGR, thus
revealing the flare's energy output, with implications on SGRs energy budget
and giant flare rates. We analyze x-ray scattering echoes observed by Swift/XRT
following the 2006 August 6 intermediate burst of SGR 1806-20. Assuming
positions and opacities of the molecular clouds along the line-of-sight from
previous works, we derive direct constrains on the distance to SGR 1806-20,
setting a lower limit of 9.4 kpc and an upper limit of 18.6 kpc (90%
confidence), compared with a 6-15 kpc distance range by previous works. This
distance range matches an energy output of ~10^46 erg/s for the 2004 giant
flare. We further use, for the first time, the x-ray echoes in order to study
the dust properties in molecular clouds. Analyzing the temporal evolution of
the observed flux using a dust scattering model, which assumes a power-law size
distribution of the dust grains, we find a power-law index of
-3.3_{-0.7}^{+0.6} (1 sigma) and a lower limit of 0.1 micron (2 sigma) on the
dust maximal grain size, both conforming to measured dust properties in the
diffused interstellar medium (ISM). We advocate future burst follow-up
observations with Swift, Chandra and the planned NuSTAR telescopes, as means of
obtaining much superior results from such an analysis.
",https://export.arxiv.org/pdf/1103.0006
"Title:
Spectroscopy of BL Cam - Observations","
Abstract: The star BL Camelopardalis (GD 428, GSC 04067-00471, V=12.92, B=13.1), is a
SX Phoenicis pulsating variable showing a high amplitude variability (300-350
mmag), with a very clear period of 56.3 min, that has being recently studied by
Fauvaud et al. (2010). They show that the observed variability is due to a
clear and single pulsation, as expected for these type of pulsators. It was
discovered as a variable star on 1976 by Berg and Duthie (1977).
",https://export.arxiv.org/pdf/1103.3070
"Title:
A method for untriggered time-dependent searches for multiple flares  from neutrino point sources","
Abstract: A method for a time-dependent search for flaring astrophysical sources which
can be potentially detected by large neutrino experiments is presented. The
method uses a time-clustering algorithm combined with an unbinned likelihood
procedure. By including in the likelihood function a signal term which
describes the contribution of many small clusters of signal-like events, this
method provides an effective way for looking for weak neutrino flares over
different time-scales. The method is sensitive to an overall excess of events
distributed over several flares which are not individually detectable. For
standard cases (one flare) the discovery potential of the method is about 15%
worse than a standard time-dependent point source analysis with unknown
duration of the flare. However, for flares sufficiently shorter than the total
observation period, the method is more sensitive than a time-integrated
analysis.
",https://export.arxiv.org/pdf/1103.2644
"Title:
Transit surveys for Earths in the habitable zones of white dwarfs","
Abstract: To date the search for habitable Earth-like planets has primarily focused on
nuclear burning stars. I propose that this search should be expanded to cool
white dwarf stars that have expended their nuclear fuel. I define the
continuously habitable zone of white dwarfs, and show that it extends from
~0.005 to 0.02 AU for white dwarfs with masses from 0.4 to 0.9 solar masses,
temperatures less than 10,000 K, and habitable durations of at least 3 Gyr. As
they are similar in size to Earth, white dwarfs may be deeply eclipsed by
terrestrial planets that orbit edge-on, which can easily be detected with
ground-based telescopes. If planets can migrate inward or reform near white
dwarfs, I show that a global robotic telescope network could carry out a
transit survey of nearby white dwarfs placing interesting constraints on the
presence of habitable Earths. If planets were detected, I show that the survey
would favor detection of planets similar to Earth: similar size, temperature,
rotation period, and host star temperatures similar to the Sun. The Large
Synoptic Survey Telescope could place even tighter constraints on the frequency
of habitable Earths around white dwarfs. The confirmation and characterization
of these planets might be carried out with large ground and space telescopes.
",https://export.arxiv.org/pdf/1103.2791
"Title:
The origin of the solar magnetic cycle","
Abstract: After summarizing the relevant observational data, we discuss how a study of
flux tube dynamics in the solar convection zone helps us to understand the
formation of sunspots. Then we introduce the flux transport dynamo model and
assess its success in modelling both the solar cycle and its departures from
strictly periodic behaviour.
",https://export.arxiv.org/pdf/1103.3385
"Title:
NLTE modeling of Stokes vector center-to-limb variations in the CN  violet system","
Abstract: The solar surface magnetic field is connected with and even controls most of
the solar activity phenomena. Zeeman effect diagnostics allow for measuring
only a small fraction of the fractal-like structured magnetic field. The
remaining hidden magnetic fields can only be accessed with the Hanle effect.
Molecular lines are very convenient for applying the Hanle effect diagnostics
thanks to the broad range of magnetic sensitivities in a narrow spectral
region. With the UV version of the Zurich Imaging Polarimeter ZIMPOL II
installed at the 45 cm telescope of the Istituto Ricerche Solari Locarno
(IRSOL), we simultaneously observed intensity and linear polarization
center-to-limb variations in two spectral regions containing the (0,0) and
(1,1) bandheads of the CN B 2 {\Sigma} - X 2 {\Sigma} system. Here we present
an analysis of these observations. We have implemented coherent scattering in
molecular lines into a NLTE radiative transfer code. A two-step approach was
used. First, we separately solved the statistical equilibrium equations and
compute opacities and intensity while neglecting polariza- tion. Then we used
these quantities as input for calculating scattering polarization and the Hanle
effect. We have found that it is impossible to fit the intensity and
polarization simultaneously at different limb angles in the frame- work of
standard 1D modeling. The atmosphere models that provide correct intensity
center-to-limb variations fail to fit linear polar- ization center-to-limb
variations due to lacking radiation field anisotropy. We had to increase the
anisotropy by means of a specially introduced free parameter. This allows us to
successfully interpret our observations. We discuss possible reasons for
underestimating the anisotropy in the 1D modeling.
",https://export.arxiv.org/pdf/1103.2524
"Title:
Swift detection of an intermediately long X-ray burst from the very  faint X-ray binary XMMU J174716.1-281048","
Abstract: We report on the Swift detection of a thermonuclear X-ray burst from the
very-faint quasi-persistent neutron star X-ray binary XMMU J174716.1-281048,
which triggered the satellite's Burst Alert Telescope (BAT) on 2010 August 13.
Analysis of the BAT spectrum yields an observed bolometric peak flux of ~4.5E-8
erg/cm2/s, from which we infer a source distance of <8.4 kpc. Follow-up
observations with Swift's X-ray Telescope (XRT) suggest that the event had a
duration of ~3 h and a total radiated energy of ~9E40 erg, which classify it as
an intermediately long X-ray burst. This is only the second X-ray burst ever
reported from this source. Inspection of Swift/XRT observations performed
between 2007-2010 suggests that the 2-10 keV accretion luminosity of the system
is only ~5E34 erg/s for an assumed distance of 8.4 kpc. Despite being
transient, XMMU J174716.1-281048 appears to have been continuously active since
its discovery in 2003.
",https://export.arxiv.org/pdf/1103.4153
"Title:
The meaning inferred from the spin period distribution of normal pulsars","
Abstract: We make statistics about the number distribution of normal radio pulsars
according to the pulsar spin period. And find the physical meaning of the
traditional statistical method about this problem is very limited. According to
the statistical method proposed by us, the distribution rule is exactly the
exponentially decay with the spin period increasing, especially important,
which can be interpreted as normal radio pulsar number decays as the radiative
elements decay. It discloses that though belonging to two different extreme
scales of the universe and having different inner active mechanisms, the normal
radio pulsars and radiative elements accord with the same varying rule. And
like the half decay period of the radiative elements we can also introduce the
half decay spin period of the normal radio pulsars.
",https://export.arxiv.org/pdf/1103.3941
"Title:
Energy-Dependent Timing of Thermal Emission in Solar Flares","
Abstract: We report solar flare plasma to be multi-thermal in nature based on the
theoretical model and study of the energy-dependent timing of thermal emission
in ten M-class flares. We employ high-resolution X-ray spectra observed by the
Si detector of the ""Solar X-ray Spectrometer"" (SOXS). The SOXS onboard the
Indian GSAT-2 spacecraft was launched by the GSLV-D2 rocket on 8 May 2003.
Firstly we model the spectral evolution of the X-ray line and continuum
emission flux F(\epsilon) from the flare by integrating a series of isothermal
plasma flux. We find that multi-temperature integrated flux F(\epsilon) is a
power-law function of \epsilon with a spectral index (\gamma) \approx -4.65.
Next, based on spectral-temporal evolution of the flares we find that the
emission in the energy range E= 4 - 15 keV is dominated by temperatures of T=
12 - 50 MK, while the multi-thermal power-law DEM index (\gamma) varies in the
range of -4.4 and -5.7. The temporal evolution of the X-ray flux F(\epsilon,t)
assuming a multi-temperature plasma governed by thermal conduction cooling
reveals that the temperature-dependent cooling time varies between 296 and 4640
s and the electron density (n_e) varies in the range of n_e= (1.77-29.3)*10^10
cm-3. Employing temporal evolution technique in the current study as an
alternative method for separating thermal from non-thermal components in the
energy spectra, we measure the break-energy point ranging between 14 and
21\pm1.0 keV.
",https://export.arxiv.org/pdf/1103.5546
