"Title:
Rebuttal to: Has dark energy really been discovered in the Lab?","
Abstract: We argue that a recent discussion of Jetzer and Straumann [Phys. Lett. B 606,
77 (2005)] relating the measured noise spectrum in Josephson junctions to van
der Waals forces is incorrect. The measured noise spectrum in Josephson
junctions is a consequence of the fluctuation dissipation theorem and the
Josephson effect and has nothing to do with van der Waals forces. Consequently,
the argument of Jetzer and Straumann does not shed any light on whether dark
energy can or cannot be measured using superconducting Josephson devices."Title:
Simplified Variational Principles for Barotropic Fluid Dynamics","
Abstract: We introduce a three independent functions variational formalism for
stationary and non-stationary barotropic flows. This is less than the four
variables which appear in the standard equations of fluid dynamics which are
the velocity field $\vec v$ and the density $\rho$. It will be shown how in
terms of our new variable the Euler and continuity equations can be integrated
in the stationary case.
",https://export.arxiv.org/pdf/physics/0603162
"Title:
Bulk Motion of Ultrarelativistic Conical Blazar Jets","
Abstract: Allowing for the conical shape of ultrarelativistic blazar jets with opening
angles of a few degrees on parsec-scales we show that their bulk Lorentz
factors and viewing angles can be much larger than the values usually inferred
by combining their flux variability and proper motion measurements. This is in
accord with our earlier finding that such ultrarelativistic (Lorentz factor,
Gamma > 30) conical jets can reconcile the relatively slow apparent motions of
VLBI knots in TeV blazars with the extremely fast flows implied by their rapid
gamma-ray variability. This jet geometry also implies that de-projected jet
opening angles will typically be significantly underestimated from VLBI
measurements. In addition, de-projected jet lengths will be considerably
overestimated if high Lorentz factors and significant opening angles are not
taken into account.
",https://export.arxiv.org/pdf/astro-ph/0603727
"Title:
An Efficient Method for the Evaluation of Secular Effects in the  Perturbed Keplerian Motion","
Abstract: Binary systems subject to generic perturbations evolve on quasiperiodic
orbits. We derive the most generic class of perturbations, which allow to
evaluate secular effects via generalized complex true and eccentric anomaly
parameters, by use of the residue theorem. Such perturbations include both the
generic Brumberg force and various linear contributions to the conservative
dynamics of compact binaries, up to the second post-Newtonian order. As an
example, we compute the self-spin contribution to the luminosity due to
gravitational radiation of a compact binary consisting of galactic black holes,
the most important type of source for LISA. This translates to simply calculate
the residue of the instantaneous energy loss in the origin of the complex
parameter plane, which illustrates the power of the presented method.
",https://export.arxiv.org/pdf/astro-ph/0603677
"Title:
The redshift distribution of short gamma-ray bursts from dynamically  formed neutron star binaries","
Abstract: Short-hard gamma-ray bursts (SHBs) may arise from gravitational wave (GW)
driven mergers of double neutron star (DNS) systems. DNSs may be ""primordial""
or can form dynamically by binary exchange interactions in globular clusters
during core-collapse. For primordial binaries, the time delay between formation
and merger is expected to be short, tau~0.1 Gyr, implying that the redshift
distribution of merger events should follow that of star-formation. We point
out here that for dynamically formed DNSs, the time delay between
star-formation and merger is dominated by the cluster core-collapse time,
rather than by the GW inspiral time, yielding delays comparable to the Hubble
time. We derive the redshift distribution of merger events of dynamically
formed DNSs, and find it to differ significantly from that typically expected
for primordial binaries. The observed redshift distribution of SHBs favors
dynamical formation, although a primordial origin cannot be ruled out due to
possible detection biases. Future red-shift observations of SHBs may allow to
determine whether they are dominated by primordial or dynamically formed DNSs.
",https://export.arxiv.org/pdf/astro-ph/0603440
"Title:
Sky surveys and deep fields of ground-based and space telescopes","
Abstract: Selected results obtained in major observational sky surveys (DSS, 2MASS,
2dF, SDSS) and deep field observations (HDF, GOODS, HUDF, etc.) are reviewed.
Modern surveys provide information on the characteristics and space
distribution of millions of galaxies. Deep fields allow one to study galaxies
at the stage of formation and to trace their evolution over billions of years.
The wealth of observational data is altering the face of modern astronomy: the
formulation of problems and their solutions are changing and all the previous
knowledge, from planetary studies in the solar system to the most distant
galaxies and quasars, is being revised.
",https://export.arxiv.org/pdf/astro-ph/0603154
"Title:
Relativistic statistical theory and generalized stosszahlansatz","
Abstract: We have investigated the proof of the $H$ theorem within a manifestly
covariant approach by considering the relativistic statistical theory developed
in [Phy. Rev. E {\bf 66}, 056125, 2002; {\it ibid.} {\bf 72}, 036108 2005]. In
our analysis, however, we have not considered the so-called deformed
mathematics as did in the above reference. As it happens in the nonrelativistic
limit, the molecular chaos hypothesis is slightly extended within the
$\kappa$-formalism, and the second law of thermodynamics implies that the
$\kappa$ parameter lies on the interval [-1,1]. It is shown that the
collisional equilibrium states (null entropy source term) are described by a
$\kappa$ power law generalization of the exponential Juttner distribution,
e.g., $f(x,p)\propto (\sqrt{1+
\kappa^2\theta^2}+\kappa\theta)^{1/\kappa}\equiv\exp_\kappa\theta$, with
$\theta=\alpha(x)+\beta_\mu p^\mu$, where $\alpha(x)$ is a scalar, $\beta_\mu$
is a four-vector, and $p^\mu$ is the four-momentum. As a simple example, we
calculate the relativistic $\kappa$ power law for a dilute charged gas under
the action of an electromagnetic field $F^{\mu\nu}$. All standard results are
readly recovered in the particular limit $\kappa\to 0$.
",https://export.arxiv.org/pdf/cond-mat/0603177
"Title:
On the role of galactic magnetic halo in the ultra high energy cosmic  rays propagation","
Abstract: The study of propagation of Ultra High Energy Cosmic Rays (UHECR) is a key
step in order to unveil the secret of their origin. Up to now it was considered
only the influence of the galactic and the extragalactic magnetic fields. In
this article we focus our analysis on the influence of the magnetic field of
the galaxies standing between possible UHECR sources and us. Our main approach
is to start from the well known galaxy distribution up to 120 Mpc. We use the
most complete galaxy catalog: the LEDA catalog. Inside a sphere of 120 Mpc
around us, we extract 60130 galaxies with known position. In our simulations we
assign a Halo Dipole magnetic Field (HDF) to each galaxy. The code developed is
able to retro-propagate a charged particle from the arrival points of UHECR
data across our galaxies sample. We present simulations in case of Virgo
cluster and show that there is a non negligible deviation in the case of
protons of $7 \times 10^{19}$ eV, even if the $B$ value is conservative. Then
special attention is devoted to the AGASA triplet where we find that NGC3998
and NGC3992 could be possible candidates as sources.
",https://export.arxiv.org/pdf/astro-ph/0603469
"Title:
Stellar remnants in galactic nuclei: mass segregation","
Abstract: The study of how stars distribute themselves around a massive black hole
(MBH) in the center of a galaxy is an important prerequisite for the
understanding of many galactic-center processes. These include the observed
overabundance of point X-ray sources at the Galactic center, the prediction of
rates and characteristics of tidal disruptions of extended stars by the MBH and
of inspirals of compact stars into the MBH, the latter being events of high
importance for the future space borne gravitational wave interferometer LISA.
In relatively small galactic nuclei, hosting MBHs with masses in the range
10^5-10^7 Msun, the single most important dynamical process is 2-body
relaxation. It induces the formation of a steep density cusp around the MBH and
strong mass segregation, as more massive stars lose energy to lighter ones and
drift to the central regions. Using a spherical stellar dynamical Monte-Carlo
code, we simulate the long-term relaxational evolution of galactic nucleus
models with a spectrum of stellar masses. Our focus is the concentration of
stellar black holes to the immediate vicinity of the MBH. We quantify this mass
segregation for a variety of galactic nucleus models and discuss its
astrophysical implications. Special attention is given to models developed to
match the conditions in the Milky Way nucleus; we examine the presence of
compact objects in connection to recent high-resolution X-ray observations.
",https://export.arxiv.org/pdf/astro-ph/0603280
"Title:
The Serendipitous Extragalactic X-Ray Source Identification (SEXSI)  Program. III. Optical Spectroscopy","
Abstract: We present the catalog of 477 spectra from the Serendipitous Extragalactic
X-ray Source Identification (SEXSI) program, a survey designed to probe the
dominant contributors to the 2-10 keV cosmic X-ray background. Our survey
covers 1 deg^2 of sky to 2-10 keV fluxes of 10^-14 erg cm^-2 s^-1, and 2 deg^2
for fluxes of 3 x 10^-14 erg cm^-2 s^-1. Our spectra reach to R <24 and have
produced redshifts for 438 hard X-ray sources. The vast majority of the 2-10
keV-selected sample are AGN with redshifts between 0.1 and 3. We find that few
sources at z<1 have high X-ray luminosities, reflecting a dearth of high-mass,
high-accretion-rate sources at low redshift, a result consistent with other
recent wide-area surveys. Half of our sources show significant obscuration,
with N_H>10^22 cm^-2, independent of unobscured luminosity. We classify 168
sources as emission-line galaxies; all are X-ray luminous objects with optical
spectra lacking both high-ionization lines and evidence of a non-stellar
continuum. The redshift distribution of these emission-line galaxies peaks at a
significantly lower redshift than does that of the sources we spectroscopically
identify as AGN. We conclude that few of these sources can be powered by
starburst activity. Stacking spectra for a subset of these sources, we detect
[Ne V] emission, a clear signature of AGN activity, confirming that the
majority of these objects are Seyfert 2s in which the high-ionization lines are
diluted by stellar emission. We find 33 objects lacking broad lines in their
optical spectra which have quasar X-ray luminosities (Lx>10^44 erg s^-1), the
largest sample of such objects identified to date. In addition, we explore 17
AGN associated with galaxy clusters and find that the cluster-member AGN sample
has a lower fraction of broad-line AGN than does the background sample.
",https://export.arxiv.org/pdf/astro-ph/0603556
"Title:
The GOODS-North Radio Galaxies: On the Origin of the Radio Emission","
Abstract: We report on a preliminary study concerning the origin of radio emission
within radio galaxies at L(1.4GHz)>1E24 W/Hz in the GOODS-N field. In the local
universe, Condon et al. (2002) and Yun et al. (2001) have shown that in
galaxies with radio luminosities greater than 1E23 W/Hz the majority of the
radio emission originates from a `monster' i.e., an AGN. Using the Chandra
2Msec X-ray image centered on the GOODS-N field and a reprocessed VLA HDF
A-array data plus newly acquired VLA B-array data (rms=5.3microJy), we find
that radio galaxies (with spectroscopic redshifts; all have z>1) with
L(1.4GHz)>1E24 W/Hz typically have an X-ray detection rate of 72% (60% emit
hard X-rays suggesting an AGN origin for the radio emission) in contrast to 25%
for radio galaxies with L < 1E23 W/Hz. The ACS images of these L(1.4 GHz) >
1E24 W/Hz galaxies typically show compact rather than extended galaxy
morphology which is generally found for the less luminous radio emitting
galaxies but a few appear to be ongoing galaxy mergers. We also present SED
fitting for these luminous radio galaxies including Spitzer IRAC & MIPS 24um
photometry and 60% show distinct power-law SED indicative of an AGN. Initial
results tell us that the X-ray emitting radio galaxy population are generally
not submm sources but the few (~10%) that are SCUBA sources appear to be the
small AGN population found by Pope et al. and others.
",https://export.arxiv.org/pdf/astro-ph/0603412
