Ttile,Annotation,PDF
Title:Imaging of the Quiet Sun in the Frequency Range of 20-80 MHz,"
Abstract:  Radio emission of the quiet Sun is considered to be due to thermal
bremsstrahlung emission of the hot solar atmosphere. The properties of the
quiet Sun in the microwave band have been well studied, and they can be well
described by the spectrum of bremsstrahlung emission. In the meter-wave and
decameter-wave bands, properties of the quiet Sun have rarely been studied due
to the instrumental limitations. In this work, we use the LOw Frequency ARray
(LOFAR) telescope to perform high quality interferometric imaging spectroscopy
observations of quiet Sun coronal emission at frequencies below 90~MHz. We
present the brightness temperature spectrum, and size of the Sun in the
frequency range of 20-80~MHz. We report on dark coronal regions with low
brightness temperature that persist with frequency. The brightness temperature
spectrum of the quiet Sun is discussed and compared with the bremsstrahlung
emission of a coronal model and previous quiet Sun observations.

    ",https://arxiv.org/pdf/2205.00065
Title:A novel framework for semi-Bayesian radial velocities through template matching,"
Abstract:  The detection and characterization of an increasing variety of exoplanets has
been in part possible thanks to the continuous development of high-resolution,
stable spectrographs, and using the Doppler radial-velocity (RV) method. The
Cross Correlation Function (CCF) method is one of the traditional approaches
for RV extraction. More recently, template matching was introduced as an
advantageous alternative for M-dwarf stars. In this paper, we describe a new
implementation of template matching within a semi-Bayesian framework, providing
a more statistically principled characterization of the RV measurements. In
this context, a common RV shift is used to describe the difference between each
spectral order of a given stellar spectrum and a template built from the
available observations. Posterior probability distributions are obtained for
the relative RV associated with each spectrum, after marginalizing with respect
to the continuum. This methodology was named S-BART: Semi-Bayesian Approach for
RVs with Template-matching, and it can be applied to HARPS and ESPRESSO. The
application of our method to HARPS archival observations of Barnard's star
allowed us to validate our implementation against HARPS-TERRA and SERVAL. Then,
we applied it to 33 ESPRESSO targets, evaluating its performance and comparing
it with the CCF method. We found a decrease in the median RV scatter of \sim
10\% and \sim 4\% for M- and K-type stars, respectively. S-BART yields more
precise RV estimates than the CCF method, particularly in the case of M-type
stars where a median uncertainty of \sim 15 cm/s is achieved over 309
observations. Further, we estimated the nightly zero point (NZP) of ESPRESSO,
finding a weighted NZP scatter below \sim 0.7 m/s. As this includes stellar
variability, photon noise, and potential planetary signals, it should be taken
as an upper limit of the RV precision attainable with ESPRESSO data.

    ",https://arxiv.org/pdf/2205.00067
"Title:Geologic context of the bright MARSIS reflectors in Ultimi Scopuli, South Polar Layered Deposits, Mars","
Abstract:  Radar-bright basal reflectors have been detected below the South Polar
Layered Deposits (SPLD), Mars using Advanced Radar for Subsurface and
Ionosphere Sounding (MARSIS) data and have an exciting but controversial
interpretation: liquid water from subglacial lakes. We mapped the surface of
the SPLD immediately above and surrounding the putative lakes (1:2M map scale)
in order to provide geologic context for interpretation of the bright basal
reflectors. We use THEMIS daytime IR (100 m/pixel), CTX (6 m/pixel), and HiRISE
(25 cm/pixel) data to characterize geologic units and typical surface
roughness. We find evidence for multiple geologic units with features due to
CO2 and aeolian-related processes. We do not find evidence for surface
modification linked to the postulated lake locations. This is not consistent
with the interpretation of the MARSIS basal radar reflector as subglacial
lakes.

    ",https://arxiv.org/pdf/2205.00091
Title:Inverse Multiview I: Multi-Calibrator inverse phase referencing for Microarcsecond VLBI Astrometry,"
Abstract:  Very Long Baseline Interferometry (VLBI) astrometry is a well established
technique for achieving $\pm10~\mu$as parallax accuracies at frequencies well
above 10~GHz. At lower frequencies, uncompensated interferometer delays
associated with the ionosphere play the dominant role in limiting the
astrometric accuracy. Multiview is a novel VLBI calibration method, which uses
observations of multiple quasars to accurately model and remove time-variable,
directional-dependent changes to the interferometer delay. Here we extend the
Multiview technique by phase referencing data to the target source (""inverse
Multiview"") and test its performance. Multiple observations with a four-antenna
VLBI array operating at 8.3~GHz show single-epoch astrometric accuracies near
$20~\mu$as for target-reference quasar separations up to about 7 degrees. This
represents an improvement in astrometric accuracy by up to an order of
magnitude compared to standard phase referencing.

    ",https://arxiv.org/pdf/2205.00092
"Title:A Robust, Performance-Portable Discontinuous Galerkin Method for Relativistic Hydrodynamics","
Abstract:  In this work, we present a discontinuous-Galerkin method for evolving
relativistic hydrodynamics. We include an exploration of analytical and
iterative methods to recover the primitive variables from the conserved
variables for the ideal equation of state and the Taub-Matthews approximation
to the Synge equation of state. We also present a new operator for enforcing a
physically permissible conserved state at all basis points within an element
while preserving the volume average of the conserved state. We implement this
method using the Kokkos performance-portability library to enable running at
performance on both CPUs and GPUs. We use this method to explore the
relativistic Kelvin- Helmholtz instability compared to a finite volume method.
Last, we explore the performance of our implementation on CPUs and GPUs.

    ",https://arxiv.org/pdf/2205.00095
Title:An ALMA study of the massive molecular clump N159W-North in the Large Magellanic Cloud: A possible gas flow penetrating one of the most massive protocluster systems in the Local Group,"
Abstract:  Massive dense clumps in the Large Magellanic Cloud can be an important
laboratory to explore the formation of populous clusters. We report multiscale
ALMA observations of the N159W-North clump, which is the most CO-intense region
in the galaxy. High-resolution CO isotope and 1.3 mm continuum observations
with an angular resolution of $\sim$0.""25($\sim$0.07 pc) revealed more than
five protostellar sources with CO outflows within the main ridge clump. One of
the thermal continuum sources, MMS-2, shows especially massive/dense nature
whose total H$_2$ mass and peak column density are $\sim$10$^{4}$ $M_{\odot}$
and $\sim$10$^{24}$ cm$^{-2}$, respectively, and harbors massive ($\sim$100
$M_{\odot}$) starless core candidates identified as its internal substructures.
The main ridge containing this source can be categorized as one of the most
massive protocluster systems in the Local Group. The CO high-resolution
observations found several distinct filamentary clouds extending southward from
the star-forming spots. The CO (1-0) data set with a larger field of view
reveals a conical-shaped, $\sim$30 pc long complex extending toward the
northern direction. These features indicate that a large-scale gas compression
event may have produced the massive star-forming complex. Based on the striking
similarity between the N159W-North complex and the previously reported other
two high-mass star-forming clouds in the nearby regions, we propose a
$""$teardrops inflow model$""$ that explains the synchronized, extreme star
formation across $>$50 pc, including one of the most massive protocluster
clumps in the Local Group.

    ",https://arxiv.org/pdf/2205.00113
Title:Diagnostic functions of solar coronal magnetic fields from radio observations,"
Abstract:  In solar physics, it is a big challenge to measure the magnetic fields
directly from observations in the upper solar atmosphere, including the
chromosphere and corona. Radio observations are regarded as the most feasible
approach to diagnose the magnetic field in solar chromosphere and corona.
However, because of the complexity and diversity of the emission mechanisms,
the previous studies have only presented the implicit diagnostic functions of
the magnetic field for specific mechanism from solar radio observations. This
work collected and sorted out all methods for diagnosing coronal magnetic field
from solar radio observations, which are expressed as a set of explicit
diagnostic functions. In particular, this work supplemented some important
diagnostic methods missed in other reviews. This set of diagnostic functions
can completely cover all regions of the solar chromosphere and corona,
including the quiet region, active region and flaring source regions. At the
same time, it also includes incoherent radiation such as bremsstrahlung
emission of thermal plasma above the quiet region, cyclotron and
gyro-synchrotron emissions of magnetized hot plasma and mildly relativistic
nonthermal electrons above the active regions, as well as coherently plasma
emission around flaring source regions. Using this set of diagnostic functions
and the related broadband spectral solar radio imaging observations, we can
derive the magnetic fields of almost all regions in the solar atmosphere,which
may help us to make full use of the spectral imaging observations of the new
generation solar radio telescopes (such as MUSER, EVOSA and the future FASR,
etc.) to study the solar activities, and provide a reliable basis for the
prediction of disastrous space weather events.

    ",https://arxiv.org/pdf/2205.00136
"Title:Ultracool Dwarfs Observed with the Spitzer Infrared Spectrograph. II. Emergence and Sedimentation of Silicate Clouds in L Dwarfs, and Analysis of the Full M5--T9 Field Dwarf Spectroscopic Sample","
Abstract:  We present a uniform analysis of all mid-infrared $R\approx90$ spectra of
field M5--T9 dwarfs obtained with the Spitzer Infrared Spectrograph (IRS). The
sample contains 113 spectra out of which 12 belong to late-M dwarfs, 69 to L
dwarfs, and 32 to T dwarfs. Sixty-eight of these spectra are presented for the
first time. We measure strengths of the main absorption bands in the IRS
spectra, namely H$_2$O at 6.25 $\mu$m, CH$_4$ at 7.65 $\mu$m, NH$_3$ at 10.5
$\mu$m, and silicates over 8--11 $\mu$m. Water absorption is present in all
spectra and strengthens with spectral type. The onset of methane and ammonia
occurs at the L8 and T2.5 types, respectively, although ammonia can be
detectable as early as T1.5. Silicate absorption sets in at spectral type L2,
is on average the strongest in L4--L6 dwarfs, and disappears past L8. However,
silicate absorption can also be absent from the spectra at any L subtype. We
find a positive correlation between the silicate absorption strength and the
excess (deviation from median) near-infrared colour at a given L subtype, which
supports the idea that variations of silicate cloud thickness produce the
observed colour scatter in L dwarfs. We also find that variable L3--L7 dwarfs
are twice more likely to have above-average silicate absorption than
non-variables. The ensemble of results solidifies the evidence for silicate
condensate clouds in the atmospheres of L dwarfs, and for the first time
observationally establishes their emergence and sedimentation between effective
temperatures of $\approx$2000 K and $\approx$1300 K, respectively.

    ",https://arxiv.org/pdf/2205.00168
Title:Solar observations with single-dish INAF radio telescopes: continuum imaging in the 18-26 GHz range,"
Abstract:  We present a new solar radio imaging system implemented through the upgrade
of the large single-dish telescopes of the Italian National Institute for
Astrophysics (INAF), not originally conceived for solar observations.
During the development and early science phase of the project (2018-2020), we
obtained about 170 maps of the entire solar disk in the 18-26 GHz band, filling
the observational gap in the field of solar imaging at these frequencies. These
solar images have typical resolutions in the 0.7-2 arcmin range and a
brightness temperature sensitivity <10 K. Accurate calibration adopting the
Supernova Remnant Cas A as a flux reference, provided typical errors <3% for
the estimation of the quiet-Sun level components and for active regions flux
measurements.
As a first early science result of the project, we present a catalog of radio
continuum solar imaging observations with Medicina 32-m and SRT 64-m radio
telescopes including the multi-wavelength identification of active regions,
their brightness and spectral characterization. The interpretation of the
observed emission as thermal bremsstrahlung components combined with
gyro-magnetic variable emission pave the way to the use of our system for
long-term monitoring of the Sun. We also discuss useful outcomes both for solar
physics (e.g. study of the chromospheric network dynamics) and space weather
applications (e.g. flare precursors studies).

    ",https://arxiv.org/pdf/2205.00197
Title:Radial distribution of the carbonaceous nano-grains in the protoplanetary disk around HD 169142,"
Abstract:  HD 169142 is part of the class of (pre-)transitional protoplanetary disks
showing multiple carbon nanodust spectroscopic signatures (aromatic, aliphatic)
dominating the infrared spectrum. Precise constraints on the spatial
distribution and properties of carbonaceous dust particles are essential to
understanding the physics of the disk. The HD 169142 disk is seen almost
face-on and thus offers a unique opportunity to study the dust radial
evolution. We investigate the spatial distribution and properties of the
carriers of several dust aromatic emission features in the disk across a broad
spatial range (10-200 AU). We analysed imaging and spectroscopic observations
in the 8-12 microns range from VLT/VISIR, as well as adaptive optics
spectroscopic observations in the 3-4 microns range from VLT/NACO. The data
probes the spatial evolution of the 3.3, 8.6, and 11.3 microns aromatic bands.
To constrain the radial distribution of carbonaceous nano-grains, the
observations were compared to models using The Heterogeneous dust Evolution
Model for Interstellar Solids (THEMIS), integrated into the POLARIS radiative
transfer code by calculating the thermal and stochastic heating of
sub-micrometer dust grains. Our data show predominant nano-particle emission at
all radii (resolution of about 0.1"", 12 AU at 3 microns and 0.3"", 35 AU at 10
microns) in the HD 169142 disk. This unambiguously shows that carbonaceous
nano-grains dominate radiatively the infrared spectrum in most of the disk, as
suggested by previous studies. In order to account for both VISIR and NACO
emission maps, we show the need for aromatic particles distributed within the
disk from the outermost regions to a radius of 20 AU, corresponding to the
outer limit of the inner cavity derived from previous observations. In the
inner cavity, these aromatic particles might be present but their abundance
would then be significantly decreased.

    ",https://arxiv.org/pdf/2205.00213
Title:Development of an electron impact ion source with high ionization efficiency for future planetary missions,"
Abstract:  Ion sources using electron impact ionization (EI) methods have been widely
accepted in mass spectrometry for planetary exploration missions because of
their simplicity. Previous space-borne mass spectrometers were primarily
designed with the EI method using rhenium tungsten alloy filaments, enabling up
to 200 uA emission in typical cases. The emission level is desired to be
enhanced because the sensitivity of mass spectrometers is a critical
requirement for the future in situ mass spectrometry related to the measurement
of trace components in planetary samples. In this study, we developed a new
high-emission EI ion source using a Y2O3-coated iridium filament, which has a
lower work function than rhenium tungsten alloy. The size of the ion source was
30 mm * 26 mm * 70 mm, and its weight was 70 g. We confirmed that when
consuming 3.0 W power, the ion source emits more than 2 mA electrons, which is
10 times greater than the previous models electron emission level. Ionization
efficiency of the EI ion source is proportional to the amount of electron
emission, which implies our new model increased the ionization efficiency 10
times. We conducted performance tests on the prototype with the 3.0 W heating
condition, confirming a high ionization efficiency (10^4 nA/Pa). In addition,
we conducted endurance tests of the ion source and demonstrated the persistence
of the ionization efficiency for 30 min * 100 cycles.

    ",https://arxiv.org/pdf/2205.00246
Title:Reliability and limitations of inferring birth radii in the Milky Way disk,"
Abstract:  Recovering the birth radii of observed stars in the Milky Way is one of the
ultimate goals of Galactic Archaeology. One method to infer the birth radius
and the evolution of the ISM metallicity assumes a linear relation between the
ISM metallicity with radius at any given look-back time. Here we test the
reliability of this assumption by using 4 zoom-in cosmological hydrodynamic
simulations from the NIHAO-UHD project. We find that one can infer precise
birth radii only when the stellar disk starts to form, which for our modeled
galaxies happens ~ 10 Gyr ago, in agreement with recent estimates for the Milky
Way. At later times the linear correlation between the ISM metallicity and
radius increases, as stellar motions become more ordered and the azimuthal
variations of the ISM metallicity start to drop. The formation of a central bar
and perturbations from mergers can increase this uncertainty in the inner and
outer disk, respectively.

    ",https://arxiv.org/pdf/2205.00340
Title:Properties of accretion disc models in the background with quadrupoles,"
Abstract:  We consider a static and axially symmetric metric containing two quadrupole
parameters. In the present contribution, we study the quadrupole moments
constraints on the properties of the relativistic accretion disc models, also
explore the relation of oscillatory frequencies of charged particles to the
frequencies of the twin high-frequency quasi-periodic oscillations observed in
some microquasars. We also compare the results with Schwarzschild and Kerr
metrics.

    ",https://arxiv.org/pdf/2205.00392
Title:A surface constraint approach for solar sail orbits,"
Abstract:  In this paper, a surface geometric constraint approach is used in designing
the orbits of a solar sail. We solve the solar sail equation of motion by
obtaining a generalized Laplace-Runge-Lenz (LRL) vector with the assumption
that the cone angle is constant throughout the mission. A family of orbit
equation solutions can then be specified by defining a constraint equation that
relates the radial and polar velocities of the spacecraft and is dependent on
the geometry of the surface where the spacecraft is expected to move. The
proposed method is successfully applied in the design of orbits constrained on
cylinders and to displaced non-Keplerian orbits.

    ",https://arxiv.org/pdf/2205.00439
Title:Cloud formation in Exoplanetary Atmospheres,"
Abstract:  This invited review for young researchers presents key ideas on cloud
formation as key part for virtual laboratories for exoplanet atmospheres. The
basic concepts are presented, followed by utilising a time-scale analysis to
disentangle process hierarchies. The kinetic approach to cloud formation
modelling is described in some detail to allow the discussion of cloud
structures as prerequisite for future extrasolar weather forecasts.

    ",https://arxiv.org/pdf/2205.00454
Title:Ringing the universe with cosmic emptiness: void properties through a combined analysis of stacked weak gravitational and Doppler lensing,"
Abstract:  An essential aspect of cosmic voids is that these underdense regions provide
complementary information about the properties of our Universe. Unlike dense
regions, voids are avoided by matter and are less contaminated by baryonic
processes. The first step to understanding the properties of cosmic voids is to
correctly infer their mass profiles. In the literature, various techniques have
been implemented. In this paper, we review them and implement a new technique
that is based on Doppler lensing. We use a relativistic $N$-body code,
\textsc{Gevolution}, to generate cosmological mass perturbations and implement
a three-dimensional ray-tracing technique, which follows the evolution of a
ray-bundles. We focus on the various properties of cosmic voids (e.g. void size
function, 2-point correlation function, and the density profile of voids), and
compare the results with their universal trends. We show that when weak-lensing
is combined with the Doppler lensing we obtain even tighter constraints than
weak-lensing alone. We also obtain better agreement between density profiles
within central parts of voids inferred from lensing and density profiles
inferred from halo tracers. The implication of the result relevant to the
ongoing and prospective low-redshift spectroscopic surveys is briefly
discussed.

    ",https://arxiv.org/pdf/2205.00458
