Ttile,Annotation,PDF
Title:Extremely strong DLAs at high redshift: Gas cooling and H$_2$ formation,"
Abstract:  We present a spectroscopic investigation with VLT/X-shooter of seven
candidate extremely strong damped Lyman-$\alpha$ absorption systems (ESDLAs,
$N(\text{HI})\ge 5\times 10^{21}$ cm$^{-2}$) observed along quasar sightlines.
We confirm the extremely high column densities, albeit slightly (0.1~dex) lower
than the original ESDLA definition for four systems. We measured low-ionisation
metal abundances and dust extinction for all systems. For two systems we also
found strong associated H$_2$ absorption $\log
N(\text{H$_2$)[cm$^{-2}$]}=18.16\pm0.03$ and $19.28\pm0.06$ at $z=3.26$ and
$2.25$ towards J2205+1021 and J2359+1354, respectively), while for the
remaining five we measured conservative upper limits on the H$_2$ column
densities of typically $\log N(\text{H$_2$)[cm$^{-2}$]}<17.3$. The increased
H$_2$ detection rate ($10-55$% at 68% confidence level) at high HI column
density compared to the overall damped Lyman-$\alpha$ population ($\sim 5-10$%)
confirms previous works. We find that these seven ESDLAs have similar observed
properties as those previously studied towards quasars and gamma-ray burst
afterglows, suggesting they probe inner regions of galaxies. We use the
abundance of ionised carbon in excited fine-structure level to calculate the
cooling rates through the CII $\lambda$158$\mu$m emission, and compare them
with the cooling rates from damped Lyman-$\alpha$ systems in the literature. We
find that the cooling rates distribution of ESDLAs also presents the same
bimodality as previously observed for the general (mostly lower HI column
density) damped Lyman-$\alpha$ population.

    ",https://arxiv.org/pdf/2201.00245
Title:Radio Pulsar Sub-Populations (II) : The Mysterious RRATs,"
Abstract:  Several conjectures have been put forward to explain the RRATs, the newest
subclass of neutron stars, and their connections to other radio pulsars. This
work discusses these conjectures in the context of the characteristic
properties of the RRAT population. Contrary to expectations, it is seen that -
a) the RRAT population is statistically un-correlated with the nulling pulsars,
and b) the RRAT phenomenon is unlikely to be related to old age or death-line
proximity. It is perhaps more likely that the special emission property of
RRATs is a signature of them being later evolutionary phases of other types of
neutron stars which may have resulted in restructuring of the magnetic fields.

    ",https://arxiv.org/pdf/2201.00295
Title:Observations of asteroid magnitude-phase relations at the Kharadze Abastumani Astrophysical Observatory,"
Abstract:  In frame of an implementation of the cooperative program studying of
asteroids between the Kharadze Abastumani Astrophysical Observatory and the
Astronomical Institute of V.N. Karazin Kharkiv National University the
observations for five main-belt asteroids were performed to obtain their
magnitude-phase relations and other physical characteristics. Preliminary
results of the photometrical observations for the large dark asteroid (1390)
Abastumani are presented.

    ",https://arxiv.org/pdf/2201.00347
Title:On the Mass and Magnetic Field of the Neutron Star in the Ultraluminous X-Ray Source NGC 300 ULX1,"
Abstract:  The accreting compact objects in most of ultraluminous X-ray sources (ULXs)
are likely to be neutron stars rather than black holes as suggested by the
recent detection of periodic pulsations from some of these sources located in
neighboring galaxies and one ULX that has hitherto been discovered in our own
galaxy. As a member of the ULX family, NGC 300 ULX1 is a new pulsating ULX
(PULX) spinning up at substantially high rates compared with other PULXs. In
this paper, the strength of the magnetic field on the surface of the neutron
star is inferred from the energy of the cyclotron absorption line detected in
the pulsed X-ray spectrum of NGC 300 ULX1 and the plausible ranges for the
neutron-star mass and beaming fraction are estimated using the observed spin
period and period derivative of the pulsar and the measured X-ray flux of the
source. Our analysis favors proton cyclotron resonance scattering as a viable
mechanism to account for both the observed cyclotron energy and high spin-up
rates provided that the absorption line is generated close to the surface of
the neutron star.

    ",https://arxiv.org/pdf/2201.00358
Title:Gravitational-wave Emission from a Primordial Black Hole Inspiraling inside a Compact Star: a Novel Probe for Dense Matter Equation of State,"
Abstract:  Primordial black holes of planetary masses captured by compact stars are
widely studied to constrain their composition fraction of dark matter. Such a
capture may lead to an inspiral process and be detected through gravitational
wave signals. In this Letter, we study the post-capture inspiral process by
considering two different kinds of compact stars, i.e., strange stars and
neutron stars. The dynamical equations are numerically solved and the
gravitational wave emission is calculated. It is found that the Advanced LIGO
can detect the inspiraling of a $10^{-5}$ solar mass primordial black hole at a
distance of 10 kpc, while a Jovian-mass case can even be detected at
megaparsecs. Promisingly, the next generation gravitational wave detectors can
detect the cases of $10^{-5}$ solar mass primordial black holes up to $\sim1$
Mpc, and can detect Jovian-mass cases at several hundred megaparsecs. Moreover,
the kilohertz gravitational wave signal shows significant differences for
strange stars and neutron stars, potentially making it a novel probe to the
dense matter equation of state.

    ",https://arxiv.org/pdf/2201.00369
Title:Parametric analysis of the Lateral Distribution Function of Cherenkov light for Yakutsk EAS Array in the Energy Range 1-20 PeV,"
Abstract:  In this research, the simulation of lateral distribution function (LDF) of
Cherenkov radiation was performed using CORSIKA software for two hadronic
models QGSJET and GHEISHA. This simulation was performed for several elementary
particles such as protons, iron nuclei, electrons and gamma quanta, in the
range of energies 1-20 PeV for three zenith angles 0, 20 and 30 degrees. A
parameterization of Cherenkov light LDF was performed for that simulated curves
using Lorentzian function. The comparison between the obtained results for LDF
of Cherenkov light with that measured with Yakutsk EAS array gave a good
agreement within the distances of 100-1000 m from the shower axis.

    ",https://arxiv.org/pdf/2201.00400
Title:Investigating the Longitudinal Development of EAS with Ultra High Energies,"
Abstract:  The simulation of the extensive air showers was performed by investigating
the longitudinal development parameters (N and Xmax) by using AIRES system
version 19.04.0. The simulation was performed at the energy range (10^18-10^20
eV) for different primary particles (such as primary proton and iron nuclei)
and different zenith angles. The longitudinal development curves of EAS are
fitted using Gaussian function that gave a new parameters for different primary
particles and different zenith angles at the energy range (10^18-10^20 eV).

    ",https://arxiv.org/pdf/2201.00401
Title:The APEX Large CO Heterodyne Orion Legacy Survey (ALCOHOLS). I. Survey overview,"
Abstract:  The Orion molecular cloud complex harbours the nearest GMCs and site of
high-mass star formation. Its YSO populations are thoroughly characterized. The
region is therefore a prime target for the study of star formation.
Here, we verify the performance of the SuperCAM 64 pixel heterodyne array on
APEX. We give a descriptive overview of a set of wide-field CO(3-2) spectral
cubes obtained towards the Orion GMC complex, aimed at characterizing the
dynamics and structure of the extended molecular gas in diverse regions of the
clouds, ranging from very active sites of clustered star formation in Orion B
to comparatively quiet regions in southern Orion A.
We present a 2.7 square degree (130pc$^2$) mapping survey in the CO(3-2)
transition, obtained using SuperCAM on APEX at an angular resolution of 19''
(7600AU or 0.037pc at a distance of 400pc), covering L1622, NGC2071, NGC2068,
OriB9, NGC2024, and NGC2023 in Orion B, and the southern part of the L1641
cloud in Orion A.
We describe CO integrated emission and line moment maps and position-velocity
diagrams and discuss a few sub-regions in some detail. Evidence for expanding
bubbles is seen with lines splitting into double components, most prominently
in NGC2024, where we argue that the bulk of the molecular gas is in the
foreground of the HII region. High CO(3-2)/CO(1-0) line ratios reveal warm CO
along the western edge of Orion B in the NGC2023/NGC2024 region facing the
IC434 HII region. Multiple, well separated radial velocity components seen in
L1641-S suggest that it consists of a sequence of clouds at increasingly larger
distances. We find a small, spherical cloud - the 'Cow Nebula' globule - north
of NGC2071. We trace high velocity line wings for the NGC2071-IR outflow and
the NGC2024 CO jet. The protostellar dust core FIR4 (rather than FIR5) is the
true driving source of the NGC2024 monopolar outflow.

    ",https://arxiv.org/pdf/2201.00463
Title:The Accretion flow in M87 is really MAD,"
Abstract:  The supermassive black holes in most galaxies in the universe are powered by
hot accretion flows. Both theoretical analysis and numerical simulations have
indicated that, depending on the degree of magnetization, black hole hot
accretion flow is divided into two modes, namely SANE (standard and normal
evolution) and MAD (magnetically arrested disk). It has been an important
question which mode the hot accretion flows in individual sources should belong
to in reality, SANE or MAD. This issue has been investigated in some previous
works but they all suffer from various uncertainties. By using the measured
rotation measure values in the prototype low-luminosity active galactic nuclei
in {M87} at 2, 5, and 8 GHz along the jet at various distances from the black
hole, combined with three dimensional general relativity magnetohydrodynamical
numerical simulations of SANE and MAD, we show in this paper that the predicted
rotation measure values by MAD are well consistent with observations, while the
SANE model overestimates the rotation measure by over two orders of magnitude
thus is ruled out.

    ",https://arxiv.org/pdf/2201.00512
Title:Cosmic rays from massive star clusters : A close look at Westerlund 1,"
Abstract:  We study the effect of cosmic ray (CR) acceleration in the massive compact
star cluster Westerlund 1 in light of its recent detection in $\gamma$-rays.
Recent observations reveal a $1/r$ radial distribution of the CR energy
density. Here we theoretically investigate whether or not this profile can help
to distinguish between (1) continuous CR acceleration in the star cluster
stellar wind-driven shocks and (2) discrete CR acceleration in multiple
supernovae shocks -- which are often debated in the literature. Using idealized
two-fluid simulations and exploring different acceleration sites and diffusion
coefficients, we obtain the CR energy density profile and luminosity to find
the best match for the $\gamma$-ray observations. We find that the inferred CR
energy density profiles from observations of $\gamma$-ray luminosity and mass
can be much different from the true radial profile. CR acceleration at either
the cluster core region or the wind termination shock can explain the
observations, if the diffusion coefficient is $\kappa_{\rm cr}\sim 10^{27}$
cm$^2$ s$^{-1}$ and a fraction of $\approx 10\%-20\%$ of the shock
power/post-shock pressure is deposited into the CR component. We also study the
possibility of discrete supernovae (SN) explosions being responsible for CR
acceleration and find that with an injection rate of 1 SN in every $\sim 0.03$
Myr, one can explain the observed $\gamma$-ray profile. This multiple SN
scenario is consistent with X-ray observations only if the thermal conductivity
is close to the Spitzer value.

    ",https://arxiv.org/pdf/2201.00529
Title:Abundance of beryllium in the Sun and stars: The role of non-local thermodynamic equilibrium effects,"
Abstract:  Earlier studies have suggested that deviations from the local thermodynamic
equilibrium (LTE) play a minor role in the formation of Be II 313 nm resonance
lines in solar and stellar atmospheres. Recent improvements in the atomic data
allow a more complete model atom of Be to be constructed and the validity of
these claims to be reassessed using more up-to-date atomic physics. The main
goal of this study therefore is to refocus on the role of non-local
thermodynamic equilibrium (NLTE) effects in the formation of Be II 313.04 and
313.11 nm resonance lines in solar and stellar atmospheres. For this, we
constructed a model atom of Be using new atomic data that recently became
available. The model atom contains 98 levels and 383 radiative transitions of
Be I and Be II and uses the most up-to-date collision rates with electrons and
hydrogen. This makes it the most complete model atom used to determine 1D NLTE
solar Be abundance and to study the role of NLTE effects in the formation of Be
II 313 nm resonance lines. We find that deviations from LTE have a significant
influence on the strength of the Be II 313 nm line in solar and stellar
atmospheres. For the Sun, we obtained the 1D NLTE Be abundance of A(Be)_NLTE =
1.32+/-0.05, which is in excellent agreement with the meteoritic value of
A(Be)=1.31+/-0.04. Importantly, we find that NLTE effects become significant in
FGK stars. Moreover, there is a pronounced variation in 1D NLTE-LTE abundance
corrections with the effective temperature and metallicity. Therefore, contrary
to our previous understanding, the obtained results indicate that NLTE effects
play an important role in Be line formation in stellar atmospheres and have to
be properly taken into account in Be abundance studies, especially in
metal-poor stars.

    ",https://arxiv.org/pdf/2201.00532
Title:The multifarious ionization sources and disturbed kinematics of extraplanar gas in five low-mass galaxies,"
Abstract:  We investigate the origin of the extraplanar diffuse ionized gas (eDIG) and
its predominant ionization mechanisms in five nearby (17-46 Mpc) low-mass
($10^9\text{-}10^{10}$ $M_{\odot}$) edge-on disk galaxies: ESO 157-49, ESO
469-15, ESO 544-27, IC 217, and IC 1553. We acquired Multi Unit Spectroscopic
Explorer (MUSE) integral field spectroscopy and deep narrowband H$\alpha$
imaging of our sample galaxies. To investigate the connection between in-plane
star formation and eDIG, we perform a photometric analysis of our narrowband
H$\alpha$ imaging. We measure eDIG scale heights of $h_{z\text{eDIG}} = 0.59
\text{-} 1.39$ kpc and find a positive correlation between them and specific
star formation rates. In all galaxies, we also find a strong correlation
between extraplanar and midplane radial H$\alpha$ profiles. Using our MUSE
data, we investigate the origin of eDIG via kinematics. We find ionized gas
rotation velocity lags above the midplane with values between 10 and 27 km
s$^{-1}$ kpc$^{-1}$. While we do find hints of an accretion origin for the
ionized gas in ESO 157-49, IC 217, and IC 1553, overall the ionized gas
kinematics of our galaxies do not match a steady galaxy model or any simplistic
model of accretion or internal origin for the gas. We also construct standard
diagnostic diagrams and emission-line maps (EW(H$\alpha$), [NII]/H$\alpha$,
[SII]//H$\alpha$, [OIII]/H$\beta$) and find regions consistent with mixed OB
star and hot low-mass evolved stars (HOLMES) ionization, and mixed OB-shock
ionization. Our results suggest that OB stars are the primary driver of eDIG
ionization, while both HOLMES and shocks may locally contribute to the
ionization of eDIG to a significant degree. Despite our galaxies' similar
structures and masses, we find a surprisingly composite image of ionization
mechanisms and a multifarious origin for the eDIG.

    ",https://arxiv.org/pdf/2201.00566
Title:Diffuse flux of PeV neutrinos from centrifugally accelerated protons in active galactic nuclei,"
Abstract:  Evidence for high-energy astrophysical PeV neutrinos has been found in the
IceCube experiment from an analysis with a 7.5 year (2010 - 2017) data. Active
galactic nuclei (AGN) are among the most prominent objects in the universe, and
are widely speculated to be emitters of ultra-high-energy (UHE) cosmic rays
with proton domination. Based on the standard two-step LLCD mechanism of
particle acceleration, a transformation of energy occurs from AGN's central
super-massive black hole (SMBH) rotation to high-energy protons. Protons can be
accelerated up to $\sim 0.1$ EeV energies and above, and might generate PeV
neutrinos in the energy range $1$--$10$~ PeV through plausible hadronic
interactions. The theoretically estimated revised extragalactic diffuse muon
neutrino flux employing the ""luminosity-dependent density evolution (LDDE)""
model for the AGN luminosity function (LF) is found consistent with the IceCube
level if only a fraction, $6.56\%$ of the total bolometric luminosity (BL) of
AGN is being realizable to power the PeV neutrinos. In the $\Lambda$~CDM
cosmological framework with the LDDE modeled LF and photon index distribution,
about $5.18\%$ of the total BL is enough to power the IceCube neutrinos.

    ",https://arxiv.org/pdf/2201.00586
Title:Observational constraints on nonlinear matter extensions of general relativity,"
Abstract:  We present a phenomenological analysis of current observational constraints
on classes of FLRW cosmological models in which the matter side of Einstein's
equations includes, in addition to the canonical term, a term proportional to
some function of the energy-momentum tensor
($T^2=T_{\alpha\beta}T^{\alpha\beta}=\rho^2+3p^2$), or of its trace
($T=\rho-3p$). Qualitatively, one may think of these models as extensions of
general relativity with a nonlinear matter Lagrangian. As such they are
somewhat different from the usual dynamical dark energy or modified gravity
models: in the former class of models one adds further dynamical degrees of
freedom to the Lagrangian (often in the form of scalar fields), while in the
latter the gravitational part of the Lagrangian is changed. We study both of
these models under two different scenarios: (1) as phenomenological
two-parameter or three-parameter extensions of the standard $\Lambda$CDM, in
which case the model still has a cosmological constant but the nonlinear matter
Lagrangian leads to additional terms in Einstein's equations, which
cosmological observations tightly constrain, and (2) as alternatives to
$\Lambda$CDM, where there is no cosmological constant, and the nonlinear matter
term would have to provide the acceleration (which would be somewhat closer in
spirit to the usual modified gravity models). A comparative analysis of the
observational constraints obtained in the various cases provides some insight
on the level of robustness of the $\Lambda$ model and on the parameter space
still available for phenomenological alternatives.

    ",https://arxiv.org/pdf/2201.00591
Title:Gas distribution from clusters to filaments in IllustrisTNG,"
Abstract:  Matter distribution in the environment of galaxy clusters, from their cores
to their connected cosmic filaments, must be in principle related to the
underlying cluster physics and it evolutionary state. We aim to investigate how
radial and azimuthal distribution of gas is affected by cluster environments,
and how it can be related to cluster mass assembly history. Radial physical
properties of gas (velocity, temperature, and density) is first analysed around
415 galaxy cluster environments from IllustrisTNG simulation at z = 0
(TNG300-1). Whereas hot plasma is virialised inside clusters (< R200), the
dynamics of warm hot inter-galactic medium (WHIM) can be separated in two
regimes: accumulating and slowly infalling gas at cluster peripheries and fast
infalling motions outside clusters (> 1.5R200). The azimuthal distribution of
dark matter (DM), hot and warm gas phases is secondly statistically probed by
decomposing their 2-D distribution in harmonic space. Inside clusters, the
azimuthal symmetries of DM and hot gas are well tracing cluster structural
properties, such as their center offsets, substructure fractions and elliptical
shapes. Beyond cluster virialised regions, we find that WHIM gas follows the
azimuthal distribution of DM thus tracing cosmic filament patterns. Azimuthal
symmetries of hot and warm gas distribution are finally shown to be imprints of
cluster mass assembly history, strongly correlated with the formation time,
mass accretion rate, and dynamical state of clusters. Azimuthal mode
decomposition of 2-D gas distribution is a promising probe to assess the 3-D
physical and dynamical cluster properties up to their connected cosmic
filaments.

    ",https://arxiv.org/pdf/2201.00593
Title:Do blue galaxy-clusters have hot intracluster gas?,"
Abstract:  We present herein a systematic X-ray analysis of blue galaxy-clusters at
$z=0.84$ discovered by the Subaru telescope. The sample consisted of 43
clusters identified by combining red-sequence and blue-cloud surveys, covering
a wide range of emitter fractions (i.e., 0.3--0.8). The spatial extent of the
over-density region of emitter galaxies was approximately 1~Mpc in radius. The
average cluster mass was estimated as $0.6 (<1.5)\times10^{14}~{\rm M_\odot}$
from the stacked weak-lensing measurement. We analyzed the XMM-Newton archival
data, and measured the X-ray luminosity of the hot intracluster medium. As a
result, diffuse X-ray emission was marginally detected in 14 clusters, yielding
an average luminosity of $5\times 10^{42}~{\rm erg\,s^{-1}}$. On the contrary,
it was not significant in 29 clusters. The blue clusters were significantly
fainter than the red-dominated clusters, and the X-ray luminosity did not show
any meaningful correlation either with emitter fraction or richness. The X-ray
surface brightness was low, but the amount of gas mass was estimated to be
comparable to that observed in the $10^{13-14}~{\rm M_{\odot}}$ cluster. Based
on the results, we suggest that the blue clusters are at the early formation
stage, and the gas is yet to be compressed and heated up to produce appreciable
X-rays. Follow-up spectroscopic measurements are essential to clarify the
dynamical status and co-evolution of galaxies and hot gas in the blue clusters.

    ",https://arxiv.org/pdf/2201.00597
